data,Benchmark,LSTM_rm
2018-01-31,0.0,0.0
2018-02-28,0.0,0.0
2018-03-31,0.0,0.0
2018-04-30,0.0,0.0
2018-05-31,0.0,0.0
2018-06-30,0.0,0.0
2018-07-31,0.05262205437158762,0.028968533602627744
2018-08-31,0.08454190442291298,0.13164705401968435
2018-09-30,0.08595420047043922,0.12782850823375413
2018-10-31,0.016849920566976095,-0.09056179654842256
2018-11-30,0.035399190504157074,-0.01824795453331174
2018-12-31,-0.05794380350004924,-0.11300419399818529
2019-01-31,0.022121796105586178,0.04419126910929172
2019-02-28,0.05453760849183631,0.05457170762620056
2019-03-31,0.06817338576475973,-0.05158107003997514
2019-04-30,0.10902575612204601,-0.042576768283715816
2019-05-31,0.04525458171006369,-0.0712547677143881
2019-06-30,0.10966411305729495,-0.033334319965281245
2019-07-31,0.12478354198487607,-0.013411026526290226
2019-08-31,0.10804017180909653,-0.029636654279867836
2019-09-30,0.12281184774112697,0.0014188332272035975
2019-10-31,0.14491650050738614,-0.006610239989784161
2019-11-30,0.1811147383090822,0.014859693506512062
2019-12-31,0.20513557077261624,0.06861256810192617
2020-01-31,0.20473174808216155,0.1180604125546959
2020-02-29,0.1255659868818939,0.05361469217725234
2020-03-31,-0.004421215225102415,-0.01202651721055692
2020-04-30,0.12256233855308629,0.11238777419556767
2020-05-31,0.17020760092723997,0.1799920980442522
2020-06-30,0.18348302787949944,0.3029138577050725
2020-07-31,0.24237524647071873,0.3687964395296426
2020-08-31,0.312171918379732,0.44624372591815553
2020-09-30,0.27089058371728103,0.37035858640209685
2020-10-31,0.2459570063089449,0.3397703834032706
2020-11-30,0.35473384248271334,0.3982791530677976
2020-12-31,0.3873803856079474,0.5319147435206124
2021-01-31,0.3771899568371231,0.47047943237927736
2021-02-28,0.4049954472137822,0.5454469022581991
2021-03-31,0.4469819911083568,0.5308651750152908
2021-04-30,0.49989244939102706,0.5734973743782883
2021-05-31,0.5064585189623314,0.6536324629426411
2021-06-30,0.5255519120927958,0.5650777635860154
2021-07-31,0.5499644062913476,0.562039255873943
2021-08-31,0.5797242464371717,0.6658068657468529
2021-09-30,0.5300741821458876,0.6269155084488115
2021-10-31,0.6002377285964078,0.6763567672765688
2021-11-30,0.5922028838682505,0.6603851492779711
2021-12-31,0.6374219685418694,0.6835425665684989
